Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Lux,IR,Full_Spectrum,Temp,Humidity
2024-03-06T15:48:17,-0.14955141249999998,0.16570296504999998,9.8452685877,-0.0276416520284602,0.004886921905584123,-0.00946841119206924,-1.0540600000000002,0.4461800000000001,-1.6891,7.141632,16,1048646,19.5,37
2024-03-06T15:48:18,-0.13459627124999998,0.17168502154999998,9.839286531199999,-0.03420845333908886,0.003054326190990077,-0.013897184169004852,-1.05826,0.4397400000000001,-1.7040800000000003,7.141632,16,1048646,19.5,37
2024-03-06T15:48:20,-0.12442677519999999,0.1950150419,9.823134978649998,-0.03543018381548489,0.005192354524683131,-0.012217304763960308,-1.05434,0.43554000000000004,-1.7019800000000003,7.141632,16,1048646,19.5,37
2024-03-06T15:48:21,-0.1268195978,0.1890329854,9.862616551549998,-0.031764992386296806,0.005039638215133627,-0.012522737383059314,-1.05434,0.4459,-1.6879800000000003,7.141632,16,1048646,19.5,37
2024-03-06T15:48:22,-0.14356935599999998,0.19322042494999997,9.8249295956,-0.031764992386296806,0.0035124751196385882,-0.012370021073509813,-1.0571400000000002,0.44394000000000006,-1.6955400000000003,7.141632,16,1048646,19.5,37
2024-03-06T15:48:23,-0.1268195978,0.17706887240000002,9.83150985775,-0.030848694528999777,0.0054977871437821395,-0.011301006906663285,-1.06386,0.43386,-1.6955400000000003,7.141632,16,1048646,19.5,37
2024-03-06T15:48:24,-0.14177473905,0.17886348935000002,9.830911652099998,-0.03497203488683638,0.004276056667386108,-0.011301006906663285,-1.0610600000000001,0.43414,-1.7007200000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:25,-0.13579268255,0.179461695,9.851250644199999,-0.0357356164345839,0.003207042500539581,-0.013439035240356337,-1.0537800000000002,0.43946,-1.6959600000000004,7.141632,16,1048646,19.5,37
2024-03-06T15:48:26,-0.1387837108,0.17228322719999997,9.8608219346,-0.029932396671702752,0.006719517620178169,-0.011759155835311796,-1.0560200000000002,0.43834,-1.6917600000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:27,-0.14955141249999998,0.18723836844999997,9.687940501749999,-0.03268129024359383,0.003054326190990077,-0.013286318930806834,-1.0495800000000002,0.4389,-1.7046400000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:29,-0.13459627124999998,0.18664016279999998,9.8452685877,-0.03497203488683638,0.0044287729769356115,-0.009773843811168246,-1.0585400000000003,0.4333000000000001,-1.69582,7.141632,16,1048646,19.5,37
2024-03-06T15:48:30,-0.15433705769999997,0.18245272324999998,9.8321080634,-0.03390302071998985,0.004123340357836604,-0.012064588454410803,-1.0481800000000001,0.4397400000000001,-1.68994,7.141632,16,1048646,19.5,37
2024-03-06T15:48:31,-0.13160524299999998,0.18005990065000002,9.84706320465,-0.03436116964863837,0.00595593607243065,-0.0119118721448613,-1.0568600000000001,0.43694000000000005,-1.6823800000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:32,-0.15373885204999999,0.15553346899999998,9.820742156049999,-0.03497203488683638,0.0054977871437821395,-0.013897184169004852,-1.0549000000000002,0.43190000000000006,-1.6906400000000001,7.141632,16,1048646,19.5,37
2024-03-06T15:48:33,-0.13998012209999997,0.18723836844999997,9.82433138995,-0.031459559767197796,0.003207042500539581,-0.013133602621257331,-1.0540600000000002,0.42966000000000004,-1.68686,7.141632,16,1048646,19.5,37
2024-03-06T15:48:34,-0.1268195978,0.1890329854,9.863812962849998,-0.03130684345764829,0.006261368691529657,-0.011301006906663285,-1.0507,0.43078000000000005,-1.6877000000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:35,-0.13100703735,0.18005990065000002,9.84945602725,-0.03130684345764829,0.004886921905584123,-0.012522737383059314,-1.0540600000000002,0.43414,-1.6823800000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:36,-0.12203395259999998,0.17766707805,9.8500542329,-0.03237585762449482,0.005803219762881146,-0.010842857978014774,-1.0515400000000001,0.44394000000000006,-1.69218,7.141632,16,1048646,19.5,37
2024-03-06T15:48:38,-0.14416756165,0.17228322719999997,9.857830906349998,-0.031154127148098783,0.00595593607243065,-0.0119118721448613,-1.0540600000000002,0.42826000000000003,-1.6920400000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:39,-0.16450655374999998,0.17048861024999998,9.821938567349997,-0.03329215548179184,0.003207042500539581,-0.012980886311707827,-1.0563000000000002,0.44310000000000005,-1.6919000000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:40,-0.14416756165,0.18364913454999998,9.701101026049999,-0.03604104905368291,0.0056505034533316425,-0.013744467859455347,-1.0437,0.44534,-1.68168,7.141632,16,1048646,19.5,37
2024-03-06T15:48:41,-0.14297115034999996,0.17228322719999997,9.8333044747,-0.03207042500539581,0.0036651914291880926,-0.012217304763960308,-1.0577,0.43918000000000007,-1.6774800000000003,7.141632,16,1048646,19.5,37
2024-03-06T15:48:42,-0.15074782379999999,0.17766707805,9.85902731765,-0.031001410838549282,0.006566801310628666,-0.01114829059711378,-1.06022,0.42322000000000004,-1.68994,7.141632,16,1048646,19.5,37
2024-03-06T15:48:43,-0.13938191645,0.15972090854999998,9.825527801249999,-0.03237585762449482,0.006261368691529657,-0.013286318930806834,-1.0507,0.42042,-1.7025400000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:45,-0.13100703735,0.18005990065000002,9.847661410299999,-0.03405573702953936,0.006261368691529657,-0.010384709049366262,-1.05238,0.43302,-1.6851800000000001,7.141632,16,1048646,19.5,37
2024-03-06T15:48:46,-0.1304088317,0.16689937635,9.8321080634,-0.03375030441044035,0.00473420559603462,-0.014355333097653362,-1.04874,0.44394000000000006,-1.6682400000000002,7.141632,16,1048646,19.5,37
2024-03-06T15:48:47,-0.13459627124999998,0.18005990065000002,9.8632147572,-0.028863382504856226,0.008246680715673207,-0.012217304763960308,-1.04874,0.43694000000000005,-1.6917600000000002,7.141632,16,1048646,19.5,37
